Month,Event Name,Total Data Points
August 2021,Application Updated,118486
August 2021,account_setting_change_email_submitted,187
August 2021,account_setting_change_journey_submitted,242
August 2021,account_setting_change_name_submitted,206
August 2021,account_setting_change_password_submitted,527
August 2021,account_setting_deactivate_requested,265
August 2021,account_settings_page_visit,6548
August 2021,app_content_upload_completed,3852
August 2021,app_content_upload_started,7352
August 2021,app_impressions,746813
August 2021,app_opened,172315777
August 2021,app_update_prompt_responded,33
August 2021,app_update_prompt_shown,74
August 2021,apps_upgrade_cta_claim_clicked,510
August 2021,apps_upgrade_cta_shown,36764088
August 2021,apps_upgrade_cta_try_trial_clicked,1402831
August 2021,assistant_article_search_query,3889
August 2021,assistant_article_used,4967
August 2021,assistant_card_closed,161
August 2021,assistant_card_rating_clicked,230
August 2021,assistant_closed,5288
August 2021,assistant_feedback_sent,482
August 2021,assistant_help_center_link_clicked,257
August 2021,assistant_opened,23570
August 2021,authenticating_continue_clicked,21435
August 2021,authentication_failed,1736107
August 2021,brand_color_added,733790
August 2021,brand_color_deleted,3116
August 2021,brand_color_edited,17425
August 2021,brand_color_palette_added,2214
August 2021,brand_color_palette_deleted,1029
August 2021,brand_color_palette_generation_initiated,1089
August 2021,brand_color_palette_generation_kept,869
August 2021,brand_color_palette_generation_removed,334
August 2021,brand_color_palette_renamed,754
August 2021,brand_color_palette_reorder_initiated,217
August 2021,brand_color_palette_reordered,228
August 2021,brand_font_deleted,199
August 2021,brand_font_uploaded,455713
August 2021,brand_kit_color_palette_menu_opened,5865
August 2021,brand_kit_created,40026
August 2021,brand_kit_deleted,177
August 2021,brand_kit_opened,2492
August 2021,brand_kit_renamed,450
August 2021,brand_kit_switched,1906
August 2021,brand_kit_switcher_opened,3596
August 2021,brand_logo_deleted,1228
August 2021,brand_logo_downloaded,488
August 2021,brand_logo_uploaded,268835
August 2021,brand_name_edited,171
August 2021,brand_switched,39182
August 2021,brand_text_style_edited,4343
August 2021,braze_delayed_login_success,5072725
August 2021,braze_delayed_signup_completed,1952118
August 2021,bulk_actions_completed,5313
August 2021,bulk_actions_control_bar_action_confirmed,5348
August 2021,bulk_actions_control_bar_action_selected,6524
August 2021,bulk_actions_failed,33
August 2021,button_click,6655
August 2021,check_email_dialog_clicked,2253
August 2021,check_email_dialog_shown,3116
August 2021,client_sdk_app_opened,144455891
August 2021,client_sdk_apps_upgrade_cta_shown,3784448
August 2021,client_sdk_apps_upgrade_cta_try_trial_clicked,10718
August 2021,client_sdk_authentication_failed,1752339
August 2021,client_sdk_brand_color_added,94758
August 2021,client_sdk_brand_font_uploaded,16209
August 2021,client_sdk_brand_kit_created,5515
August 2021,client_sdk_brand_logo_uploaded,27261
August 2021,client_sdk_content_calendar_interacted,27476
August 2021,client_sdk_design_opened,56262830
August 2021,client_sdk_design_shared,4994392
August 2021,client_sdk_document_collaborate_completed,420102
August 2021,client_sdk_document_collaborate_link_share_copied,241904
August 2021,client_sdk_editor_animating_style_applied,13426558
August 2021,client_sdk_editor_chart_type_changed,20862
August 2021,client_sdk_editor_comment_added,260976
August 2021,client_sdk_editor_comment_resolved,47959
August 2021,client_sdk_editor_editing_apps_background_removal_complete,1494662
August 2021,client_sdk_editor_filter_preset_clicked,7627648
August 2021,client_sdk_editor_header_resize_button_clicked,85170
August 2021,client_sdk_editor_header_resize_copy_resize_clicked,148731
August 2021,client_sdk_editor_obj_panel_app_installed,4601
August 2021,client_sdk_folder_created,9386
August 2021,client_sdk_login_success,45165
August 2021,client_sdk_mobile_team_share_completed,122
August 2021,client_sdk_mobile_upgrade_confirmed,49897
August 2021,client_sdk_mobile_upgrade_dialog_loaded,3273364
August 2021,client_sdk_mobile_upgrade_trial_tapped,224538
August 2021,client_sdk_password_changed,85486
August 2021,client_sdk_post_publish_dialog_shown,67663
August 2021,client_sdk_pro_usage_survey_triggered,463
August 2021,client_sdk_publish_completed,31165079
August 2021,client_sdk_publish_print_panel_shown,111075
August 2021,client_sdk_schedule_button_clicked,1755
August 2021,client_sdk_schedule_publish_requested,21009
August 2021,client_sdk_signup_completed,1051036
August 2021,client_sdk_subscription_upgrade_confirmed,223
August 2021,client_sdk_team_member_invited,23269
August 2021,content_calendar_interacted,236826
August 2021,content_calendar_lightbox_interacted,6617
August 2021,design_opened,181156696
August 2021,app_offline_dialog,116330
August 2021,design_create,93389234
August 2021,app_update_prompt,3402
August 2021,design_open,426431
August 2021,design_publish_error,33
August 2021,design_view,588073
August 2021,login_success,24381899
August 2021,design_publish,3111
August 2021,design_shared,3197381
August 2021,image_upload,4915
August 2021,native_login_with_mfa,11646
August 2021,signup_completed,2344304
August 2021,app_crash_report_sent,938
August 2021,app_swipe,10687
August 2021,asa_attribution_obtained,22897
August 2021,asked_for_push_notification_permission,34
August 2021,auth_dialog_closed,34
August 2021,auth_dialog_shown,69
August 2021,authentication_started,56753
August 2021,client_sdk_braze_delayed_login_success,698296
August 2021,client_sdk_braze_delayed_signup_completed,182979
August 2021,client_sdk_design_create,285
August 2021,client_sdk_mobile_screenshot_detected,12814
August 2021,cookie_consent_clicked,394
August 2021,cookie_consent_shown,467
August 2021,credit_card_form_submit_failed,4450
August 2021,contributor_created,4494
August 2021,document_collaborate_completed,3988968
August 2021,document_collaborate_link_share_copied,2042647
August 2021,editor_animating_style_applied,35534335
August 2021,editor_chart_type_changed,206320
August 2021,editor_comment_added,796703
August 2021,editor_comment_resolved,183210
August 2021,editor_editing_apps_background_removal_complete,8920846
August 2021,editor_header_resize_button_clicked,1320694
August 2021,editor_header_resize_copy_resize_clicked,1605080
August 2021,editor_obj_panel_app_installed,32336
August 2021,email_validated,2581629
August 2021,folder_created,228721
August 2021,license_purchase,67846
August 2021,mobile_magic_resize_applied,27323
August 2021,mobile_screenshot_detected,3278949
August 2021,mobile_team_share_completed,376
August 2021,mobile_upgrade_confirmed,84855
August 2021,mobile_upgrade_dialog_loaded,4560230
August 2021,mobile_upgrade_trial_tapped,287459
August 2021,pro_usage_survey_triggered,397665
August 2021,publish_completed,130115436
August 2021,publish_print_order_submitted,47483
August 2021,publish_print_panel_shown,1354101
August 2021,schedule_button_clicked,57272
August 2021,schedule_publish_requested,306760
August 2021,subscription_cancelled,408458
August 2021,subscription_created,541045
August 2021,subscription_trial_begun,296429
August 2021,subscription_trial_ended,135877
August 2021,subscription_upgrade_confirmed,224070
August 2021,team_created,300862
August 2021,team_joined,566653
August 2021,team_member_invited,383815
August 2021,user_created,3959838
August 2021,user_updated_v2,3545893
August 2021,ARPreview_design_placed,31
August 2021,EXP_promotedIAP_app_opened,133
August 2021,ARPreview_surface_found,16
August 2021,credit_card_form_submit_succeeded,13538
August 2021,design_lightbox_opened,48780
August 2021,design_summarized_performance_measured,3272934
August 2021,document_collaborate_button_clicked,136855
August 2021,document_collaborate_input_added,18201
August 2021,document_collaborate_link_share_setting_changed,11537
August 2021,editor_animator_preview_load,363849
August 2021,editor_audio_altered,102079
August 2021,editor_chart_icon_changed,4758
August 2021,editor_comment_deleted,5787
August 2021,editor_comments_menu_opened,5173
August 2021,editor_comments_menu_resolved_view_shown,1987
August 2021,editor_context_menu_opened,203256
August 2021,editor_editing_apps_presets_failed,35889
August 2021,editor_element_link_changed,15811
August 2021,editor_elements_tidied,2404
August 2021,editor_font_selected,284912
August 2021,editor_header_resize_cta_clicked,11436
August 2021,editor_obj_panel_app_clicked,22361
August 2021,editor_obj_panel_app_content_requested,908820
August 2021,editor_obj_panel_app_element_added,33830
August 2021,editor_obj_panel_folder_element_move_cta_clicked,1963
August 2021,editor_obj_panel_folder_element_move_folder_selected,22866
August 2021,editor_obj_panel_folder_element_moved,22204
August 2021,editor_obj_panel_subs_cta_clicked,1432
August 2021,editor_obj_panel_upgrade_cta_clicked,25636
August 2021,editor_onboarding_tooltips_dismissed,22790
August 2021,editor_pagemanager_initial_rendered,1722802
August 2021,editor_trimming_interacted,162983
August 2021,element_rasterized,3135
August 2021,email_confirmation_dialog_interacted,2716007
August 2021,email_confirmed,22025
August 2021,extension_connect_attempted,6816
August 2021,folder_dialog_shown,5195
August 2021,folder_item_details_menu_clicked,1320649
August 2021,homepage_visit_logged_in,100251050
August 2021,feature_used,35
August 2021,login,13
August 2021,search_banner_shown,337779
August 2021,layout_use,13
August 2021,homepage_in_tab_clicked,566406
August 2021,homepage_search_results_clicked,1045860
August 2021,notes_opened,44147
August 2021,notes_saved,7758
August 2021,social_account_interacted,13795
August 2021,global_alert_actioned,19969
August 2021,publish_endpoint_clicked,3461408
August 2021,team_invite_button_used,33326
August 2021,presentation_navigator_initial_rendered,1691914
August 2021,page_rasterized,4955356
August 2021,mobile_team_invite_invite_sent,321
August 2021,folder_view_option_clicked,3895
August 2021,folder_view_option_dialog_shown,9575
August 2021,font_download_failed,31391
August 2021,font_family_item_applied,13999327
August 2021,fullscreen_exit_survey_shown,2764
August 2021,global_alert_dismissed,18941
August 2021,homepage_in_design_card_clicked,23434
August 2021,homepage_in_design_custom_dim_clicked,136844
August 2021,homepage_search_templates_clicked,3415
August 2021,homepage_user_avatar_upload_clicked,6469
August 2021,layout_added,135543
August 2021,messaging_preferences_interacted,18230
August 2021,mobile_account_hold_dialog_clicked,31410
August 2021,mobile_account_hold_dialog_shown,32663
August 2021,mobile_editor_menubar_share_tapped,245812
August 2021,mobile_editor_toolbar_images_group_tapped,376948
August 2021,mobile_editor_toolbar_text_group_tapped,343071
August 2021,mobile_error_dialog_shown,1206032
August 2021,mobile_quickflow_created,626
August 2021,mobile_quickflow_edit_tapped,199
August 2021,mobile_quickflow_template_selected,199
August 2021,notification_center_unread_shown,306134
August 2021,offline,238886
August 2021,offline_session_ended,746600
August 2021,offline_session_started,385778
August 2021,onboarding_tooltip_clicked,14487
August 2021,onboarding_tooltip_continued,7976
August 2021,onboarding_tooltip_shown,116348
August 2021,palette_applied,302881
August 2021,password_changed,73302
August 2021,payment_failed,793
August 2021,payment_form_submit_clicked,16957
August 2021,presentations_promo_interacted,193888
August 2021,pro_features_page_interacted,114396
August 2021,pro_onboarding_tooltip_dismissed,6931
August 2021,pro_upgrade_node_action_triggered,17522
August 2021,pro_upgrade_node_shown,23212
August 2021,publish_canceled,241013
August 2021,publish_more_options_button_clicked,7499
August 2021,publish_premium_content_action_triggered,297404
August 2021,publish_print_format_update_clicked,3788
August 2021,publish_promotion_clicked,10382
August 2021,publish_promotion_shown,1884314
August 2021,referring_item_clicked,50
August 2021,referring_link_shared,347
August 2021,resource_details_flyout_action_clicked,19537
August 2021,resource_details_flyout_keyword_clicked,2280
August 2021,save_to_folder_menu_clicked,49913
August 2021,schedule_datetime_updated,3669
August 2021,search_banner_interacted,532
August 2021,settings_clicked,8402
August 2021,settings_page_visited,104631
August 2021,subscription_upgrade_error_encountered,466
August 2021,teacher_verification_step_actioned,3257
August 2021,teacher_verification_step_shown,3725
August 2021,team_brand_entity_interaction,701
August 2021,team_header_interacted,587
August 2021,team_inviter_dialog_shown,1725
August 2021,toggle_show_password_clicked,58906
August 2021,update_payment_details_dialog_action_triggered,21518
August 2021,design_maker_opened,41
August 2021,design_viewer_failed,15495
August 2021,dialog_opened,2715
August 2021,editor_comment_unresolved,987
August 2021,editor_editing_apps_extension_saving_paused,2793
August 2021,editor_elements_evenly_spaced,2330
August 2021,editor_feature_ad_clicked,3595
August 2021,editor_obj_panel_embed_app_added,1682
August 2021,empty_state_cta_clicked,949
August 2021,homepage_category_info_dialog_shown,1062
August 2021,homepage_in_password_change_dialog_shown,365
August 2021,marketplace_dialog_interacted,2707
August 2021,marketplace_dialog_shown,2716
August 2021,mobile_editor_menubar_team_share_tapped,14552
August 2021,mobile_editor_toolbar_search_setting_tapped,7020
August 2021,mobile_editor_toolbar_videos_group_tapped,25713
August 2021,mobile_magic_resize_menu_loaded,52371
August 2021,notification_center_alerted,23164
August 2021,publish_print_funnel_step_selected,13113
August 2021,editor_chart_suggestion_widget_clicked,270
August 2021,editor_obj_panel_folder_element_move_clicked,2082
August 2021,editor_version_history_clicked,2828
August 2021,editor_version_history_loaded,5587
August 2021,logout,26726
August 2021,notification_center_clicked,639
August 2021,notification_center_read,327
August 2021,publish_payment_buy_credit_link_clicked,12
August 2021,publish_print_pay_clicked,916
August 2021,schedule_pause_dialog_interacted,1781
August 2021,schedule_post_publish_dialog_interacted,1257
August 2021,team_brand_entity_search,6571
August 2021,editor_editing_apps_extensions_list_remove_watermarks_complete,210
August 2021,editor_editing_apps_reset_to_default_preset_values_clicked,2095
August 2021,editor_toolbar_font_attribute_changed,1134
August 2021,image_style_match_context_menu_button_seen,5795
August 2021,mobile_editor_toolbar_graphics_group_tapped,408966
August 2021,onboarding_tooltip_dismissed,8056
August 2021,design_maker_category_selected,162
August 2021,design_maker_collection_selected,444
August 2021,design_maker_media_selected,53
August 2021,design_maker_panel_text_updated,1046
August 2021,design_maker_publish_completed,17
August 2021,design_maker_step_selected,232
August 2021,editor_obj_panel_embed_app_add_failed,336
August 2021,editor_obj_panel_folder_element_move_to_new_folder_clicked,341
August 2021,editor_obj_panel_folder_element_move_to_new_folder_submitted,316
August 2021,editor_obj_panel_folder_element_move_to_new_folder_succeeded,315
August 2021,editor_toolbar_color_add_palette_cta_clicked,729
August 2021,editor_toolbar_font_upload_cta_clicked,279
August 2021,element_ungroup,18857
August 2021,homepage_start_from_media_dialog_clicked,1844
August 2021,resource_details_flyout_brand_clicked,2303
August 2021,subscription_management_node_interacted,106
August 2021,subscription_management_node_shown,333
August 2021,document_collaborate_link_share_tapped,3830
August 2021,editor_editing_apps_extensions_list_with_watermarked_image,40
August 2021,mobile_grace_period_dialog_clicked,1790
August 2021,mobile_grace_period_dialog_shown,1885
August 2021,publish_print_editor_unlocked,1885
August 2021,tailoring_feature_interacted,2453
August 2021,fullscreen_exit_survey_submitted,307
August 2021,payment_option_removed,5
August 2021,publish_print_proof_pdf_download,726
August 2021,team_creation_completed,240
August 2021,team_creation_dialog_content_actioned,556
August 2021,team_creation_dialog_content_shown,471
August 2021,team_creation_dialog_opened,471
August 2021,team_creation_dialog_shown,471
August 2021,document_collaborate_failed,213
August 2021,folder_share_completed,253
August 2021,in_app_purchase,9000
August 2021,layout_apply,9074
August 2021,mobile_editor_toolbar_templates_group_tapped,31553
August 2021,editor_chart_data_pasted,287
August 2021,editor_chart_suggestion_submitted,89
August 2021,editor_comment_edited,255
August 2021,editor_dialog_clicked,95
August 2021,editor_dialog_shown,178
August 2021,editor_editing_apps_extensions_list_remove_watermarks_clicked,966
August 2021,editor_editing_apps_restore_original_button_clicked,449
August 2021,editor_guide_added,2938
August 2021,editor_guide_deleted,2166
August 2021,editor_guide_moved,6414
August 2021,editor_guide_view_toggled,1371
August 2021,editor_image_filter_code_changed,128
August 2021,editor_media_remove_watermark_clicked,12753
August 2021,editor_page_limit_approached,956
August 2021,editor_page_limit_exceeded,837
August 2021,editor_page_title_added,3662
August 2021,editor_resolved_comments_menu_opened,70
August 2021,editor_ruler_view_toggled,1496
August 2021,editor_toolbar_color_add_palette_clicked,740
August 2021,editor_toolbar_font_upload_clicked,205
August 2021,editor_version_history_reverted,884
August 2021,education_questionnaire_submitted,2077
August 2021,font_dialog_download_tapped,358
August 2021,font_dialog_shown,460
August 2021,font_download_success,235
August 2021,fullscreen_magic_shortcut_triggered,2663
August 2021,homepage_sidebar_folder_removed,150
August 2021,image_style_match_context_menu_button_applied,25
August 2021,marketplace_page_loaded,58
August 2021,mobile_editor_toolbar_page_group_tapped,8919
August 2021,mobile_editor_toolbar_search_setting_applied,716
August 2021,mobile_home_menu_help_tapped,778
August 2021,mobile_payment_purchase_credit_tapped,2385
August 2021,mobile_publish_continue_tapped,5650
August 2021,mobile_rating_dialog_dismissed,5015
August 2021,mobile_rating_dialog_shown,5700
August 2021,mobile_team_invite_cta_tapped,688
August 2021,mobile_team_invite_shown,305
August 2021,mobile_team_share_removed,62
August 2021,mobile_template_doctype_changed,2929
August 2021,mobile_template_preview_favorite_tapped,5393
August 2021,mobile_template_preview_link_shared,248
August 2021,mobile_template_preview_share_tapped,827
August 2021,publish_pay_publish_clicked,12298
August 2021,publish_template_confirm_clicked,89
August 2021,redirect_popup_close_clicked,82
August 2021,redirect_popup_redirect_clicked,75
August 2021,request_design_access_page_visited,277
August 2021,subscription_canva_for_work_upgrade_confirmed,40
August 2021,suggested_teams_dialog_button_clicked,37
August 2021,suggested_teams_dialog_shown,136
August 2021,teacher_verification_document_upload_step_triggered,221
August 2021,teacher_verification_prompt_step_triggered,563
August 2021,teacher_verification_user_info_step_triggered,934
August 2021,team_settings_updated,23
August 2021,undo_cancellation_dialog_interacted,134
August 2021,undo_cancellation_dialog_shown,166
August 2021,video_preview_failed,1074
August 2021,editor_version_history_failure,10
August 2021,help_article_feedback_sent,42
August 2021,homepage_item_dropped,128
August 2021,mobile_payment_purchase_element_tapped,170
August 2021,onboarding_step_clicked,15627
August 2021,onboarding_step_shown,22512
August 2021,publish_external_method_used,1798
August 2021,purchase_with_credits,237
August 2021,mobile_home_banner_tapped,19
August 2021,mobile_product_sheet_viewed,1
August 2021,team_member_invitation_requested,9
August 2021,design_maker_style_reset,11
August 2021,homepage_onboarding_tooltip_clicked,5
August 2021,homepage_onboarding_tooltip_shown,5
August 2021,marketplace_clicked,6
August 2021,teacher_verification_completed,46
August 2021,team_brand_entity_info_card_shown,141
August 2021,design_viewer_button_clicked,19
August 2021,design_viewer_page_changed,63
August 2021,onboarding_carousel_card_interacted,16
August 2021,onboarding_step_skip_selected,1603
August 2021,publish_payment_buy_credit_button_clicked,1
August 2021,request_design_access_button_clicked,2
August 2021,design_edit,11648
August 2021,design_viewer_unexpectedly_reloaded,2
August 2021,iphone_onboarding_complete,33473
August 2021,iphone_onboarding_start,268688
August 2021,iphone_onboarding_step_completed,135314
August 2021,landscape_view,283
August 2021,message_extension_did_open,1812
August 2021,message_extension_message_selected,2
August 2021,mobile_deeplink_opened,6875
August 2021,onboarding_design_starter_design_selected,21
August 2021,password_manager_available,3096
August 2021,portrait_view,270
August 2021,server_target_set,7093
August 2021,student_teacher_invite_triggered,39
August 2021,url_handler_called,13168
August 2021,widget_clicked,569
August 2021,widget_deleted,97061
August 2021,app_permission,15
August 2021,apps_upgrade_cta_dismissed,5
August 2021,design_publish_cancel,18
August 2021,element_focused_edit,2
August 2021,export_request,43
August 2021,message_extension_message_sent,1
August 2021,onboarding_carousel_interacted,2
August 2021,home_approval_workflow_filter_dropdown_changed,11
August 2021,home_approval_workflow_lightbox_action_clicked,9
August 2021,home_approval_workflow_lightbox_shown,19
August 2021,mobile_category_list_loaded,1
August 2021,mobile_editor_edge_swiped,4
August 2021,publish_approval_workflow_review_form_approve_clicked,4
August 2021,publish_approval_workflow_review_form_shown,4
August 2021,add_logo,5
August 2021,client_sdk_image_upload,46
August 2021,password_manager_login,1
August 2021,publish_approval_workflow_request_form_shown,8
August 2021,publish_approval_workflow_request_form_submit_clicked,3
August 2021,editor_editing_apps_image_manipulation_rate_limit,3
August 2021,font_changed,1
August 2021,client_sdk_design_publish,8
August 2021,document_sync_failed,3
August 2021,mobile_siri_suggestion_used,5
August 2021,team_creation_dialog_data_fetched,6
August 2021,element_group_add,4
July 2064,design_create,1
January 2038,app_offline_dialog,1
December 2036,design_open,11
December 2036,design_publish,2
November 2036,design_open,1
March 2031,design_create,1
December 2030,asked_for_push_notification_permission,1
December 2030,design_create,1
July 2028,app_opened,2
July 2028,design_open,2
September 2027,app_opened,1
November 2022,app_opened,1
July 2021,app_opened,616969514
July 2021,Application Updated,31685266
July 2021,app_offline_dialog,1846800
July 2021,apps_upgrade_cta_shown,127484939
July 2021,design_opened,637464509
July 2021,authentication_failed,2296512
July 2021,design_create,324514302
July 2021,design_open,1567924
July 2021,cookie_consent_clicked,26011
July 2021,app_impressions,13657467
July 2021,braze_delayed_login_success,17579393
July 2021,bulk_actions_completed,248096
July 2021,bulk_actions_control_bar_action_confirmed,249088
July 2021,bulk_actions_control_bar_action_selected,276366
July 2021,assistant_opened,537588
July 2021,assistant_article_used,122419
July 2021,app_update_prompt,56117
July 2021,design_publish,12561
July 2021,design_shared,16237160
July 2021,design_view,3855134
July 2021,login_success,74659084
July 2021,native_login_with_mfa,65084
July 2021,ARPreview_design_placed,1847
July 2021,ARPreview_surface_found,1005
July 2021,EXP_promotedIAP_app_opened,6430
July 2021,account_setting_change_email_submitted,1146
July 2021,account_setting_change_journey_submitted,1438
July 2021,account_setting_change_name_submitted,1040
July 2021,account_setting_change_password_submitted,2996
July 2021,account_settings_page_visit,38281
July 2021,homepage_visit_logged_in,689094039
July 2021,folder_item_details_menu_clicked,24004255
July 2021,font_family_item_applied,28435989
July 2021,homepage_in_tab_clicked,13274906
July 2021,homepage_search_results_clicked,18905095
July 2021,mobile_upgrade_dialog_loaded,14570968
July 2021,search_banner_shown,21176743
July 2021,login,38
July 2021,signup_completed,7360198
July 2021,font_load_start,5
July 2021,editor_pagemanager_initial_rendered,9411874
July 2021,settings_clicked,287792
July 2021,settings_page_visited,2567303
July 2021,marketplace_page_loaded,3257851
July 2021,editor_animating_style_applied,111835075
July 2021,editor_animator_preview_load,4492076
July 2021,editor_audio_altered,1589145
July 2021,editor_trimming_interacted,2468019
July 2021,email_confirmation_dialog_interacted,43306967
July 2021,global_alert_dismissed,483638
July 2021,document_collaborate_button_clicked,1662030
July 2021,homepage_visit,14079230
July 2021,publish_completed,464175253
July 2021,password_manager_available,14746
July 2021,presentation_navigator_initial_rendered,8233710
July 2021,publish_endpoint_clicked,57436136
July 2021,password_changed,320692
July 2021,toggle_show_password_clicked,1399715
July 2021,onboarding_tooltip_shown,1969596
July 2021,post_publish_dialog_shown,185360905
July 2021,pro_upgrade_node_action_triggered,1326953
July 2021,pro_upgrade_node_shown,2360443
July 2021,publish_canceled,2863321
July 2021,pro_features_page_interacted,1281619
July 2021,team_invite_button_used,475739
July 2021,team_member_invited,1209760
July 2021,payment_form_submit_clicked,375025
July 2021,post_collaborate_shown,48610
July 2021,brand_switched,426595
July 2021,cookie_consent_shown,26233
July 2021,app_permission,77
July 2021,apps_upgrade_cta_try_trial_clicked,4652312
July 2021,credit_card_form_submit_succeeded,297208
July 2021,brand_kit_color_palette_menu_opened,156457
July 2021,brand_color_added,2581798
July 2021,brand_color_edited,472625
July 2021,authenticating_continue_clicked,551120
July 2021,mobile_upgrade_trial_tapped,916208
July 2021,publish_promotion_shown,30953033
July 2021,save_to_folder_menu_clicked,913211
July 2021,logout,545358
July 2021,editor_context_menu_opened,4084201
July 2021,editor_obj_panel_app_clicked,432998
July 2021,editor_obj_panel_app_element_added,616510
July 2021,editor_comment_added,2853990
July 2021,global_alert_actioned,485551
July 2021,editor_media_remove_watermark_clicked,260083
July 2021,publish_print_funnel_step_selected,413777
July 2021,publish_print_panel_shown,5033033
July 2021,search_banner_interacted,33989
July 2021,offline_session_ended,7978365
July 2021,offline_session_started,6601783
July 2021,homepage_in_design_custom_dim_clicked,2143727
July 2021,mobile_error_dialog_shown,14017902
July 2021,notes_opened,1015229
July 2021,editor_obj_panel_upgrade_cta_clicked,491095
July 2021,editor_header_resize_cta_clicked,370167
July 2021,email_confirmed,393494
July 2021,notes_saved,201806
July 2021,document_collaborate_completed,13805959
July 2021,publish_promotion_clicked,168865
July 2021,design_publish_error,91
July 2021,export_request,541
July 2021,homepage_user_avatar_upload_clicked,160415
July 2021,publish_more_options_button_clicked,167059
July 2021,folder_dialog_shown,111481
July 2021,publish_pay_publish_clicked,267287
July 2021,document_collaborate_input_added,272100
July 2021,editor_element_link_changed,290137
July 2021,editor_page_title_added,74639
July 2021,editor_obj_panel_app_content_requested,13744914
July 2021,social_account_interacted,258720
July 2021,editor_comment_deleted,162029
July 2021,editor_header_resize_copy_resize_clicked,5505699
July 2021,feature_used,425
July 2021,mobile_account_hold_dialog_clicked,395905
July 2021,mobile_account_hold_dialog_shown,412085
July 2021,brand_font_uploaded,1487579
July 2021,brand_kit_created,88900
July 2021,brand_logo_uploaded,866665
July 2021,content_calendar_interacted,736413
July 2021,contributor_created,3076
July 2021,document_collaborate_link_share_copied,6692285
July 2021,editor_chart_type_changed,784606
July 2021,editor_comment_resolved,663290
July 2021,editor_editing_apps_background_removal_complete,29490199
July 2021,editor_header_resize_button_clicked,4440597
July 2021,editor_obj_panel_app_installed,115167
July 2021,email_validated,56976652
July 2021,folder_created,797695
July 2021,image_upload,18150
July 2021,license_purchase,254147
July 2021,mobile_magic_resize_applied,101751
July 2021,mobile_screenshot_detected,10729557
July 2021,mobile_team_invite_invite_sent,1028
July 2021,mobile_team_share_completed,1524
July 2021,mobile_upgrade_confirmed,213284
July 2021,pro_usage_survey_triggered,1264658
July 2021,publish_print_order_submitted,161147
July 2021,schedule_button_clicked,196221
July 2021,schedule_publish_requested,983430
July 2021,subscription_cancelled,1127588
July 2021,subscription_created,1353975
July 2021,subscription_trial_begun,824116
July 2021,subscription_trial_ended,581580
July 2021,subscription_upgrade_confirmed,722406
July 2021,team_created,942661
July 2021,team_joined,1753989
July 2021,user_created,13126858
July 2021,user_updated_v2,12575257
July 2021,app_content_upload_completed,89888
July 2021,app_content_upload_started,169100
July 2021,apps_upgrade_cta_claim_clicked,16801
July 2021,brand_color_palette_renamed,21023
July 2021,brand_text_style_edited,109258
July 2021,braze_delayed_signup_completed,6449223
July 2021,button_click,123375
July 2021,client_sdk_app_opened,287537512
July 2021,client_sdk_apps_upgrade_cta_shown,8574778
July 2021,client_sdk_apps_upgrade_cta_try_trial_clicked,24200
July 2021,client_sdk_authentication_failed,4375768
July 2021,client_sdk_brand_color_added,189889
July 2021,client_sdk_brand_font_uploaded,25664
July 2021,client_sdk_brand_kit_created,8783
July 2021,client_sdk_brand_logo_uploaded,43688
July 2021,client_sdk_content_calendar_interacted,39002
July 2021,client_sdk_design_opened,112014099
July 2021,client_sdk_design_shared,11416650
July 2021,client_sdk_document_collaborate_completed,780056
July 2021,client_sdk_document_collaborate_link_share_copied,358847
July 2021,client_sdk_editor_animating_style_applied,25142389
July 2021,client_sdk_editor_chart_type_changed,39422
July 2021,client_sdk_editor_comment_added,677593
July 2021,client_sdk_editor_comment_resolved,129907
July 2021,client_sdk_editor_editing_apps_background_removal_complete,2445556
July 2021,client_sdk_editor_filter_preset_clicked,15983167
July 2021,client_sdk_editor_header_resize_button_clicked,137473
July 2021,client_sdk_editor_header_resize_copy_resize_clicked,265034
July 2021,client_sdk_editor_obj_panel_app_installed,9833
July 2021,client_sdk_folder_created,18077
July 2021,client_sdk_login_success,20281
July 2021,client_sdk_mobile_upgrade_dialog_loaded,7159452
July 2021,client_sdk_mobile_upgrade_trial_tapped,484314
July 2021,client_sdk_password_changed,226002
July 2021,client_sdk_post_publish_dialog_shown,143019
July 2021,client_sdk_publish_completed,61065392
July 2021,client_sdk_publish_print_panel_shown,292136
July 2021,client_sdk_schedule_publish_requested,29932
July 2021,client_sdk_signup_completed,3456746
July 2021,client_sdk_team_member_invited,44681
July 2021,content_calendar_lightbox_interacted,151352
July 2021,credit_card_form_submit_failed,102140
July 2021,design_lightbox_opened,944642
July 2021,design_viewer_failed,75011
July 2021,dialog_opened,46685
July 2021,document_collaborate_link_share_setting_changed,116576
July 2021,editor_chart_icon_changed,92163
July 2021,editor_comment_unresolved,32971
July 2021,editor_comments_menu_opened,105939
July 2021,editor_comments_menu_resolved_view_shown,42676
July 2021,editor_editing_apps_extension_saving_paused,20687
July 2021,editor_editing_apps_presets_failed,730184
July 2021,editor_elements_tidied,43844
July 2021,editor_feature_ad_clicked,60061
July 2021,editor_font_selected,1041634
July 2021,editor_obj_panel_embed_app_add_failed,8195
July 2021,editor_obj_panel_folder_element_move_clicked,51168
July 2021,editor_obj_panel_folder_element_move_folder_selected,496719
July 2021,editor_obj_panel_folder_element_moved,489201
