App Name,Date,Attribute,Data Point Count
API,2021-06-17 00:00:00 +0000,locale,511539
API,2021-06-17 00:00:00 +0000,current_subscriptions,130493
API,2021-06-17 00:00:00 +0000,Email confirmed,2145084
API,2021-06-17 00:00:00 +0000,signup_referrer,81191
API,2021-06-17 00:00:00 +0000,journey,198256
API,2021-06-17 00:00:00 +0000,last_received_generic_email,213235
API,2021-06-17 00:00:00 +0000,upsell_click_no,612943
API,2021-06-17 00:00:00 +0000,recent_design,491553
API,2021-06-17 00:00:00 +0000,last_received_ad_doc_email,45392
API,2021-06-17 00:00:00 +0000,last_received_email_social_triggers,135476
API,2021-06-17 00:00:00 +0000,last_received_business_doc_email,25184
API,2021-06-17 00:00:00 +0000,presentation_engagement_bucket,502257
API,2021-06-17 00:00:00 +0000,last_received_upload_photo_email,21
API,2021-06-17 00:00:00 +0000,samsung_preinstall,4
API,2021-06-16 00:00:00 +0000,Email confirmed,2185390
API,2021-06-16 00:00:00 +0000,locale,514700
API,2021-06-16 00:00:00 +0000,signup_referrer,84752
API,2021-06-16 00:00:00 +0000,current_subscriptions,127637
API,2021-06-16 00:00:00 +0000,journey,210066
API,2021-06-16 00:00:00 +0000,last_received_ad_doc_email,46789
API,2021-06-16 00:00:00 +0000,last_received_generic_email,232955
API,2021-06-16 00:00:00 +0000,recent_design,493699
API,2021-06-16 00:00:00 +0000,upsell_click_no,633897
API,2021-06-16 00:00:00 +0000,last_received_email_social_triggers,147574
API,2021-06-16 00:00:00 +0000,last_received_business_doc_email,26457
API,2021-06-16 00:00:00 +0000,email_engagement_bucket,645929
API,2021-06-16 00:00:00 +0000,push_engagement_bucket,536923
API,2021-06-16 00:00:00 +0000,presentation_engagement_bucket,968074
API,2021-06-16 00:00:00 +0000,last_received_upload_photo_email,33
API,2021-06-16 00:00:00 +0000,samsung_preinstall,5
API,2021-06-15 00:00:00 +0000,locale,519252
API,2021-06-15 00:00:00 +0000,Email confirmed,2224850
API,2021-06-15 00:00:00 +0000,journey,214065
API,2021-06-15 00:00:00 +0000,signup_referrer,84959
API,2021-06-15 00:00:00 +0000,current_subscriptions,125814
API,2021-06-15 00:00:00 +0000,last_received_ad_doc_email,47267
API,2021-06-15 00:00:00 +0000,upsell_click_no,637642
API,2021-06-15 00:00:00 +0000,last_received_generic_email,258391
API,2021-06-15 00:00:00 +0000,recent_design,481636
API,2021-06-15 00:00:00 +0000,last_received_email_social_triggers,132586
API,2021-06-15 00:00:00 +0000,last_received_business_doc_email,27950
API,2021-06-15 00:00:00 +0000,email_engagement_bucket,513917
API,2021-06-15 00:00:00 +0000,push_engagement_bucket,376004
API,2021-06-15 00:00:00 +0000,presentation_engagement_bucket,834836
API,2021-06-15 00:00:00 +0000,last_received_upload_photo_email,25
API,2021-06-15 00:00:00 +0000,samsung_preinstall,2
API,2021-06-14 00:00:00 +0000,locale,498397
API,2021-06-14 00:00:00 +0000,signup_referrer,79746
API,2021-06-14 00:00:00 +0000,current_subscriptions,113678
API,2021-06-14 00:00:00 +0000,Email confirmed,2139328
API,2021-06-14 00:00:00 +0000,journey,201720
API,2021-06-14 00:00:00 +0000,upsell_click_no,633724
API,2021-06-14 00:00:00 +0000,recent_design,469297
API,2021-06-14 00:00:00 +0000,last_received_email_social_triggers,94435
API,2021-06-14 00:00:00 +0000,last_received_ad_doc_email,43729
API,2021-06-14 00:00:00 +0000,last_received_business_doc_email,26414
API,2021-06-14 00:00:00 +0000,last_received_generic_email,271489
API,2021-06-14 00:00:00 +0000,push_engagement_bucket,385027
API,2021-06-14 00:00:00 +0000,email_engagement_bucket,500886
API,2021-06-14 00:00:00 +0000,presentation_engagement_bucket,786376
API,2021-06-14 00:00:00 +0000,last_received_upload_photo_email,18
API,2021-06-14 00:00:00 +0000,samsung_preinstall,5
API,2021-06-13 00:00:00 +0000,locale,363304
API,2021-06-13 00:00:00 +0000,Email confirmed,1378176
API,2021-06-13 00:00:00 +0000,journey,131416
API,2021-06-13 00:00:00 +0000,current_subscriptions,99795
API,2021-06-13 00:00:00 +0000,signup_referrer,45591
API,2021-06-13 00:00:00 +0000,upsell_click_no,485998
API,2021-06-13 00:00:00 +0000,last_received_generic_email,179279
API,2021-06-13 00:00:00 +0000,recent_design,393479
API,2021-06-13 00:00:00 +0000,last_received_email_social_triggers,70538
API,2021-06-13 00:00:00 +0000,last_received_ad_doc_email,27140
API,2021-06-13 00:00:00 +0000,last_received_business_doc_email,16759
API,2021-06-13 00:00:00 +0000,last_received_upload_photo_email,31
API,2021-06-13 00:00:00 +0000,email_engagement_bucket,612240
API,2021-06-13 00:00:00 +0000,push_engagement_bucket,473156
API,2021-06-13 00:00:00 +0000,presentation_engagement_bucket,890879
API,2021-06-13 00:00:00 +0000,samsung_preinstall,4
API,2021-06-12 00:00:00 +0000,Email confirmed,1416873
API,2021-06-12 00:00:00 +0000,locale,368352
API,2021-06-12 00:00:00 +0000,signup_referrer,45273
API,2021-06-12 00:00:00 +0000,current_subscriptions,101670
API,2021-06-12 00:00:00 +0000,journey,130471
API,2021-06-12 00:00:00 +0000,last_received_ad_doc_email,28799
API,2021-06-12 00:00:00 +0000,upsell_click_no,544696
API,2021-06-12 00:00:00 +0000,recent_design,385331
API,2021-06-12 00:00:00 +0000,last_received_generic_email,189981
API,2021-06-12 00:00:00 +0000,last_received_email_social_triggers,95454
API,2021-06-12 00:00:00 +0000,last_received_business_doc_email,15690
API,2021-06-12 00:00:00 +0000,email_engagement_bucket,282779990
API,2021-06-12 00:00:00 +0000,push_engagement_bucket,278199478
API,2021-06-12 00:00:00 +0000,presentation_engagement_bucket,276240841
API,2021-06-12 00:00:00 +0000,last_received_upload_photo_email,32
API,2021-06-12 00:00:00 +0000,samsung_preinstall,3
API,2021-06-11 00:00:00 +0000,Email confirmed,1989775
API,2021-06-11 00:00:00 +0000,locale,469996
API,2021-06-11 00:00:00 +0000,journey,190707
API,2021-06-11 00:00:00 +0000,current_subscriptions,131020
API,2021-06-11 00:00:00 +0000,last_received_email_social_triggers,118775
API,2021-06-11 00:00:00 +0000,signup_referrer,73172
API,2021-06-11 00:00:00 +0000,recent_design,459897
API,2021-06-11 00:00:00 +0000,last_received_generic_email,271838
API,2021-06-11 00:00:00 +0000,upsell_click_no,604772
API,2021-06-11 00:00:00 +0000,last_received_ad_doc_email,39640
API,2021-06-11 00:00:00 +0000,last_received_business_doc_email,21590
API,2021-06-11 00:00:00 +0000,email_engagement_bucket,6895224
API,2021-06-11 00:00:00 +0000,push_engagement_bucket,2333728
API,2021-06-11 00:00:00 +0000,presentation_engagement_bucket,193120
API,2021-06-11 00:00:00 +0000,last_received_upload_photo_email,29
API,2021-06-11 00:00:00 +0000,samsung_preinstall,1
API,2021-06-10 00:00:00 +0000,journey,214204
API,2021-06-10 00:00:00 +0000,Email confirmed,2221217
API,2021-06-10 00:00:00 +0000,locale,521215
API,2021-06-10 00:00:00 +0000,current_subscriptions,129890
API,2021-06-10 00:00:00 +0000,signup_referrer,85010
API,2021-06-10 00:00:00 +0000,last_received_ad_doc_email,45284
API,2021-06-10 00:00:00 +0000,last_received_generic_email,331187
API,2021-06-10 00:00:00 +0000,upsell_click_no,639814
API,2021-06-10 00:00:00 +0000,recent_design,499265
API,2021-06-10 00:00:00 +0000,last_received_email_social_triggers,151023
API,2021-06-10 00:00:00 +0000,last_received_business_doc_email,25604
API,2021-06-10 00:00:00 +0000,last_received_upload_photo_email,26
API,2021-06-10 00:00:00 +0000,push_engagement_bucket,811526
API,2021-06-10 00:00:00 +0000,presentation_engagement_bucket,832429
API,2021-06-10 00:00:00 +0000,email_engagement_bucket,709474
API,2021-06-10 00:00:00 +0000,samsung_preinstall,4
API,2021-06-09 00:00:00 +0000,Email confirmed,2258598
API,2021-06-09 00:00:00 +0000,locale,522008
API,2021-06-09 00:00:00 +0000,journey,219549
API,2021-06-09 00:00:00 +0000,signup_referrer,88018
API,2021-06-09 00:00:00 +0000,current_subscriptions,127514
API,2021-06-09 00:00:00 +0000,last_received_generic_email,414459
API,2021-06-09 00:00:00 +0000,upsell_click_no,668054
API,2021-06-09 00:00:00 +0000,last_received_email_social_triggers,202533
API,2021-06-09 00:00:00 +0000,recent_design,501517
API,2021-06-09 00:00:00 +0000,last_received_ad_doc_email,45864
API,2021-06-09 00:00:00 +0000,last_received_business_doc_email,30095
API,2021-06-09 00:00:00 +0000,email_engagement_bucket,790677
API,2021-06-09 00:00:00 +0000,push_engagement_bucket,566992
API,2021-06-09 00:00:00 +0000,presentation_engagement_bucket,1042969
API,2021-06-09 00:00:00 +0000,samsung_preinstall,5
API,2021-06-09 00:00:00 +0000,last_received_upload_photo_email,24
API,2021-06-08 00:00:00 +0000,Email confirmed,2306953
API,2021-06-08 00:00:00 +0000,locale,529530
API,2021-06-08 00:00:00 +0000,current_subscriptions,122568
API,2021-06-08 00:00:00 +0000,journey,224269
API,2021-06-08 00:00:00 +0000,signup_referrer,90204
API,2021-06-08 00:00:00 +0000,last_received_generic_email,477622
API,2021-06-08 00:00:00 +0000,recent_design,495347
API,2021-06-08 00:00:00 +0000,upsell_click_no,648630
API,2021-06-08 00:00:00 +0000,last_received_email_social_triggers,274130
API,2021-06-08 00:00:00 +0000,last_received_ad_doc_email,44250
API,2021-06-08 00:00:00 +0000,last_received_business_doc_email,33537
API,2021-06-08 00:00:00 +0000,push_engagement_bucket,390915
API,2021-06-08 00:00:00 +0000,email_engagement_bucket,632300
API,2021-06-08 00:00:00 +0000,presentation_engagement_bucket,831297
API,2021-06-08 00:00:00 +0000,last_received_upload_photo_email,31
API,2021-06-08 00:00:00 +0000,samsung_preinstall,2
API,2021-06-07 00:00:00 +0000,Email confirmed,2205315
API,2021-06-07 00:00:00 +0000,locale,506299
API,2021-06-07 00:00:00 +0000,journey,213839
API,2021-06-07 00:00:00 +0000,signup_referrer,86881
API,2021-06-07 00:00:00 +0000,current_subscriptions,122042
API,2021-06-07 00:00:00 +0000,last_received_generic_email,96796
API,2021-06-07 00:00:00 +0000,last_received_email_social_triggers,152066
API,2021-06-07 00:00:00 +0000,upsell_click_no,661754
API,2021-06-07 00:00:00 +0000,recent_design,476223
API,2021-06-07 00:00:00 +0000,last_received_business_doc_email,20609
API,2021-06-07 00:00:00 +0000,last_received_ad_doc_email,49919
API,2021-06-07 00:00:00 +0000,email_engagement_bucket,648516
API,2021-06-07 00:00:00 +0000,push_engagement_bucket,389101
API,2021-06-07 00:00:00 +0000,presentation_engagement_bucket,763294
API,2021-06-07 00:00:00 +0000,last_received_upload_photo_email,36
API,2021-06-07 00:00:00 +0000,samsung_preinstall,6
API,2021-06-06 00:00:00 +0000,Email confirmed,1420368
API,2021-06-06 00:00:00 +0000,journey,135947
API,2021-06-06 00:00:00 +0000,upsell_click_no,506956
API,2021-06-06 00:00:00 +0000,locale,366469
API,2021-06-06 00:00:00 +0000,recent_design,390656
API,2021-06-06 00:00:00 +0000,signup_referrer,48519
API,2021-06-06 00:00:00 +0000,last_received_business_doc_email,13516
API,2021-06-06 00:00:00 +0000,current_subscriptions,99420
API,2021-06-06 00:00:00 +0000,last_received_email_social_triggers,92138
API,2021-06-06 00:00:00 +0000,last_received_ad_doc_email,29619
API,2021-06-06 00:00:00 +0000,last_received_generic_email,64953
API,2021-06-06 00:00:00 +0000,push_engagement_bucket,488886
API,2021-06-06 00:00:00 +0000,presentation_engagement_bucket,941397
API,2021-06-06 00:00:00 +0000,email_engagement_bucket,724164
API,2021-06-06 00:00:00 +0000,last_received_upload_photo_email,28
API,2021-06-06 00:00:00 +0000,samsung_preinstall,6
API,2021-06-05 00:00:00 +0000,locale,372327
API,2021-06-05 00:00:00 +0000,signup_referrer,49119
API,2021-06-05 00:00:00 +0000,current_subscriptions,112769
API,2021-06-05 00:00:00 +0000,Email confirmed,1433011
API,2021-06-05 00:00:00 +0000,journey,135883
API,2021-06-05 00:00:00 +0000,last_received_ad_doc_email,33807
API,2021-06-05 00:00:00 +0000,upsell_click_no,506542
API,2021-06-05 00:00:00 +0000,last_received_generic_email,67678
API,2021-06-05 00:00:00 +0000,recent_design,393550
API,2021-06-05 00:00:00 +0000,last_received_email_social_triggers,103165
API,2021-06-05 00:00:00 +0000,last_received_business_doc_email,14071
API,2021-06-05 00:00:00 +0000,presentation_engagement_bucket,1038613
API,2021-06-05 00:00:00 +0000,push_engagement_bucket,587173
API,2021-06-05 00:00:00 +0000,email_engagement_bucket,821415
API,2021-06-05 00:00:00 +0000,last_received_upload_photo_email,25
API,2021-06-05 00:00:00 +0000,samsung_preinstall,3
API,2021-06-04 00:00:00 +0000,current_subscriptions,124559
API,2021-06-04 00:00:00 +0000,journey,190636
API,2021-06-04 00:00:00 +0000,Email confirmed,1994285
API,2021-06-04 00:00:00 +0000,locale,472638
API,2021-06-04 00:00:00 +0000,signup_referrer,77438
API,2021-06-04 00:00:00 +0000,upsell_click_no,578767
API,2021-06-04 00:00:00 +0000,last_received_ad_doc_email,47890
API,2021-06-04 00:00:00 +0000,last_received_generic_email,89770
API,2021-06-04 00:00:00 +0000,recent_design,471247
API,2021-06-04 00:00:00 +0000,last_received_email_social_triggers,138372
API,2021-06-04 00:00:00 +0000,last_received_business_doc_email,19142
API,2021-06-04 00:00:00 +0000,presentation_engagement_bucket,985978
API,2021-06-04 00:00:00 +0000,push_engagement_bucket,802936
API,2021-06-04 00:00:00 +0000,email_engagement_bucket,804962
API,2021-06-04 00:00:00 +0000,last_received_upload_photo_email,18
API,2021-06-04 00:00:00 +0000,samsung_preinstall,5
API,2021-06-03 00:00:00 +0000,experience,29933839
API,2021-06-03 00:00:00 +0000,current_subscriptions,137416
API,2021-06-03 00:00:00 +0000,Email confirmed,2176163
API,2021-06-03 00:00:00 +0000,locale,514889
API,2021-06-03 00:00:00 +0000,journey,213708
API,2021-06-03 00:00:00 +0000,signup_referrer,87666
API,2021-06-03 00:00:00 +0000,upsell_click_no,634157
API,2021-06-03 00:00:00 +0000,displayName,27848
API,2021-06-03 00:00:00 +0000,last_received_business_doc_email,21020
API,2021-06-03 00:00:00 +0000,recent_design,497940
API,2021-06-03 00:00:00 +0000,last_received_generic_email,94800
API,2021-06-03 00:00:00 +0000,last_received_email_social_triggers,139692
API,2021-06-03 00:00:00 +0000,last_received_ad_doc_email,51480
API,2021-06-03 00:00:00 +0000,email_engagement_bucket,769537
API,2021-06-03 00:00:00 +0000,push_engagement_bucket,785357
API,2021-06-03 00:00:00 +0000,presentation_engagement_bucket,380744932
API,2021-06-03 00:00:00 +0000,last_received_upload_photo_email,54
API,2021-06-03 00:00:00 +0000,samsung_preinstall,7
API,2021-06-02 00:00:00 +0000,experience,32378602
API,2021-06-02 00:00:00 +0000,locale,523974
API,2021-06-02 00:00:00 +0000,Email confirmed,2271677
API,2021-06-02 00:00:00 +0000,journey,224252
API,2021-06-02 00:00:00 +0000,signup_referrer,90538
API,2021-06-02 00:00:00 +0000,last_received_ad_doc_email,54762
API,2021-06-02 00:00:00 +0000,upsell_click_no,725550
API,2021-06-02 00:00:00 +0000,current_subscriptions,146916
API,2021-06-02 00:00:00 +0000,displayName,30702
API,2021-06-02 00:00:00 +0000,last_received_email_social_triggers,155947
API,2021-06-02 00:00:00 +0000,recent_design,493322
API,2021-06-02 00:00:00 +0000,last_received_generic_email,100783
API,2021-06-02 00:00:00 +0000,last_received_business_doc_email,22405
API,2021-06-02 00:00:00 +0000,presentation_engagement_bucket,563746
API,2021-06-02 00:00:00 +0000,push_engagement_bucket,573392
API,2021-06-02 00:00:00 +0000,email_engagement_bucket,860718
API,2021-06-02 00:00:00 +0000,last_received_upload_photo_email,31
API,2021-06-02 00:00:00 +0000,samsung_preinstall,6
API,2021-06-01 00:00:00 +0000,experience,32878781
API,2021-06-01 00:00:00 +0000,displayName,32562
API,2021-06-01 00:00:00 +0000,Email confirmed,2323355
API,2021-06-01 00:00:00 +0000,locale,529276
API,2021-06-01 00:00:00 +0000,signup_referrer,92804
API,2021-06-01 00:00:00 +0000,journey,226481
API,2021-06-01 00:00:00 +0000,current_subscriptions,127704
API,2021-06-01 00:00:00 +0000,last_received_email_social_triggers,163845
API,2021-06-01 00:00:00 +0000,upsell_click_no,774852
API,2021-06-01 00:00:00 +0000,recent_design,478776
API,2021-06-01 00:00:00 +0000,last_received_generic_email,103759
API,2021-06-01 00:00:00 +0000,last_received_ad_doc_email,57548
API,2021-06-01 00:00:00 +0000,last_received_business_doc_email,22575
API,2021-06-01 00:00:00 +0000,presentation_engagement_bucket,495403
API,2021-06-01 00:00:00 +0000,push_engagement_bucket,375711
API,2021-06-01 00:00:00 +0000,email_engagement_bucket,763693
API,2021-06-01 00:00:00 +0000,last_received_upload_photo_email,39
API,2021-06-01 00:00:00 +0000,samsung_preinstall,3
API,2021-05-31 00:00:00 +0000,experience,29506057
API,2021-05-31 00:00:00 +0000,Email confirmed,2126391
API,2021-05-31 00:00:00 +0000,locale,479758
API,2021-05-31 00:00:00 +0000,signup_referrer,84817
API,2021-05-31 00:00:00 +0000,current_subscriptions,106242
API,2021-05-31 00:00:00 +0000,upsell_click_no,462721
API,2021-05-31 00:00:00 +0000,journey,203431
API,2021-05-31 00:00:00 +0000,recent_design,436444
API,2021-05-31 00:00:00 +0000,last_received_email_social_triggers,154926
API,2021-05-31 00:00:00 +0000,last_received_ad_doc_email,51154
API,2021-05-31 00:00:00 +0000,last_received_generic_email,96649
API,2021-05-31 00:00:00 +0000,last_received_business_doc_email,20597
API,2021-05-31 00:00:00 +0000,displayName,26996
API,2021-05-31 00:00:00 +0000,last_received_upload_photo_email,36
API,2021-05-31 00:00:00 +0000,presentation_engagement_bucket,422440
API,2021-05-31 00:00:00 +0000,push_engagement_bucket,369793
API,2021-05-31 00:00:00 +0000,email_engagement_bucket,629299
API,2021-05-31 00:00:00 +0000,samsung_preinstall,4
API,2021-05-30 00:00:00 +0000,locale,354587
API,2021-05-30 00:00:00 +0000,journey,135600
API,2021-05-30 00:00:00 +0000,experience,16710457
API,2021-05-30 00:00:00 +0000,Email confirmed,1406908
API,2021-05-30 00:00:00 +0000,signup_referrer,50319
API,2021-05-30 00:00:00 +0000,upsell_click_no,337656
API,2021-05-30 00:00:00 +0000,current_subscriptions,102082
API,2021-05-30 00:00:00 +0000,last_received_generic_email,67469
API,2021-05-30 00:00:00 +0000,displayName,12616
API,2021-05-30 00:00:00 +0000,last_received_ad_doc_email,32019
API,2021-05-30 00:00:00 +0000,recent_design,374522
API,2021-05-30 00:00:00 +0000,last_received_email_social_triggers,98150
API,2021-05-30 00:00:00 +0000,last_received_business_doc_email,14516
API,2021-05-30 00:00:00 +0000,presentation_engagement_bucket,498844
API,2021-05-30 00:00:00 +0000,push_engagement_bucket,490091
API,2021-05-30 00:00:00 +0000,email_engagement_bucket,756802
API,2021-05-30 00:00:00 +0000,last_received_upload_photo_email,29
API,2021-05-30 00:00:00 +0000,samsung_preinstall,2
API,2021-05-29 00:00:00 +0000,locale,354900
API,2021-05-29 00:00:00 +0000,displayName,12989
API,2021-05-29 00:00:00 +0000,experience,16785756
API,2021-05-29 00:00:00 +0000,Email confirmed,1402779
API,2021-05-29 00:00:00 +0000,journey,134919
API,2021-05-29 00:00:00 +0000,signup_referrer,50901
API,2021-05-29 00:00:00 +0000,current_subscriptions,108477
API,2021-05-29 00:00:00 +0000,upsell_click_no,372961
API,2021-05-29 00:00:00 +0000,recent_design,375027
API,2021-05-29 00:00:00 +0000,last_received_ad_doc_email,33533
API,2021-05-29 00:00:00 +0000,last_received_generic_email,67991
API,2021-05-29 00:00:00 +0000,last_received_email_social_triggers,101369
API,2021-05-29 00:00:00 +0000,last_received_business_doc_email,14606
API,2021-05-29 00:00:00 +0000,presentation_engagement_bucket,567570
API,2021-05-29 00:00:00 +0000,last_received_upload_photo_email,39
API,2021-05-29 00:00:00 +0000,push_engagement_bucket,581949
API,2021-05-29 00:00:00 +0000,email_engagement_bucket,870426
API,2021-05-29 00:00:00 +0000,samsung_preinstall,4
API,2021-05-28 00:00:00 +0000,experience,28988759
API,2021-05-28 00:00:00 +0000,journey,197832
API,2021-05-28 00:00:00 +0000,Email confirmed,2016217
API,2021-05-28 00:00:00 +0000,locale,470712
API,2021-05-28 00:00:00 +0000,current_subscriptions,139472
API,2021-05-28 00:00:00 +0000,upsell_click_no,445413
API,2021-05-28 00:00:00 +0000,signup_referrer,84637
API,2021-05-28 00:00:00 +0000,last_received_generic_email,95379
API,2021-05-28 00:00:00 +0000,recent_design,456454
API,2021-05-28 00:00:00 +0000,displayName,28263
API,2021-05-28 00:00:00 +0000,last_received_business_doc_email,20458
API,2021-05-28 00:00:00 +0000,last_received_email_social_triggers,141155
API,2021-05-28 00:00:00 +0000,last_received_ad_doc_email,51623
API,2021-05-28 00:00:00 +0000,presentation_engagement_bucket,506570
API,2021-05-28 00:00:00 +0000,push_engagement_bucket,824961
API,2021-05-28 00:00:00 +0000,email_engagement_bucket,844148
API,2021-05-28 00:00:00 +0000,last_received_upload_photo_email,22
API,2021-05-28 00:00:00 +0000,samsung_preinstall,4
API,2021-05-27 00:00:00 +0000,experience,32692261
API,2021-05-27 00:00:00 +0000,locale,525289
API,2021-05-27 00:00:00 +0000,current_subscriptions,132141
API,2021-05-27 00:00:00 +0000,Email confirmed,2261228
API,2021-05-27 00:00:00 +0000,signup_referrer,97503
API,2021-05-27 00:00:00 +0000,journey,226411
API,2021-05-27 00:00:00 +0000,upsell_click_no,467131
API,2021-05-27 00:00:00 +0000,last_received_email_social_triggers,148280
API,2021-05-27 00:00:00 +0000,recent_design,494105
API,2021-05-27 00:00:00 +0000,displayName,33961
API,2021-05-27 00:00:00 +0000,last_received_ad_doc_email,57327
API,2021-05-27 00:00:00 +0000,last_received_generic_email,105124
API,2021-05-27 00:00:00 +0000,last_received_business_doc_email,22518
API,2021-05-27 00:00:00 +0000,presentation_engagement_bucket,469406
API,2021-05-27 00:00:00 +0000,push_engagement_bucket,663639
API,2021-05-27 00:00:00 +0000,email_engagement_bucket,832174
API,2021-05-27 00:00:00 +0000,last_received_upload_photo_email,34
API,2021-05-27 00:00:00 +0000,samsung_preinstall,5
API,2021-05-26 00:00:00 +0000,cohort,3248994
API,2021-05-26 00:00:00 +0000,experience,33175769
API,2021-05-26 00:00:00 +0000,locale,528722
API,2021-05-26 00:00:00 +0000,signup_referrer,97601
API,2021-05-26 00:00:00 +0000,Email confirmed,2292321
API,2021-05-26 00:00:00 +0000,upsell_click_no,483135
API,2021-05-26 00:00:00 +0000,current_subscriptions,128774
API,2021-05-26 00:00:00 +0000,journey,231172
API,2021-05-26 00:00:00 +0000,last_received_email_social_triggers,157144
API,2021-05-26 00:00:00 +0000,recent_design,490069
API,2021-05-26 00:00:00 +0000,last_received_ad_doc_email,57731
API,2021-05-26 00:00:00 +0000,displayName,34351
API,2021-05-26 00:00:00 +0000,last_received_generic_email,110287
API,2021-05-26 00:00:00 +0000,last_received_business_doc_email,23550
API,2021-05-26 00:00:00 +0000,presentation_engagement_bucket,568756
API,2021-05-26 00:00:00 +0000,push_engagement_bucket,603240
API,2021-05-26 00:00:00 +0000,email_engagement_bucket,879584
API,2021-05-26 00:00:00 +0000,last_received_upload_photo_email,40
API,2021-05-26 00:00:00 +0000,samsung_preinstall,3
API,2021-05-25 00:00:00 +0000,locale,545631
API,2021-05-25 00:00:00 +0000,cohort,32396735
API,2021-05-25 00:00:00 +0000,experience,34170559
API,2021-05-25 00:00:00 +0000,Email confirmed,2376861
API,2021-05-25 00:00:00 +0000,signup_referrer,101515
API,2021-05-25 00:00:00 +0000,current_subscriptions,130162
API,2021-05-25 00:00:00 +0000,journey,238732
API,2021-05-25 00:00:00 +0000,last_received_email_social_triggers,151125
API,2021-05-25 00:00:00 +0000,upsell_click_no,523077
API,2021-05-25 00:00:00 +0000,last_received_generic_email,109795
API,2021-05-25 00:00:00 +0000,recent_design,493055
API,2021-05-25 00:00:00 +0000,last_received_business_doc_email,23513
API,2021-05-25 00:00:00 +0000,last_received_ad_doc_email,57101
API,2021-05-25 00:00:00 +0000,displayName,36367
API,2021-05-25 00:00:00 +0000,presentation_engagement_bucket,488174
API,2021-05-25 00:00:00 +0000,email_engagement_bucket,626671
API,2021-05-25 00:00:00 +0000,push_engagement_bucket,385241
API,2021-05-25 00:00:00 +0000,last_received_upload_photo_email,40
API,2021-05-25 00:00:00 +0000,samsung_preinstall,2
API,2021-05-24 00:00:00 +0000,cohort,30020688
API,2021-05-24 00:00:00 +0000,experience,31639405
API,2021-05-24 00:00:00 +0000,Email confirmed,2226657
API,2021-05-24 00:00:00 +0000,locale,513839
API,2021-05-24 00:00:00 +0000,current_subscriptions,114708
API,2021-05-24 00:00:00 +0000,upsell_click_no,507843
API,2021-05-24 00:00:00 +0000,journey,223788
API,2021-05-24 00:00:00 +0000,signup_referrer,92897
API,2021-05-24 00:00:00 +0000,recent_design,459784
API,2021-05-24 00:00:00 +0000,last_received_generic_email,93111
API,2021-05-24 00:00:00 +0000,last_received_email_social_triggers,107381
API,2021-05-24 00:00:00 +0000,displayName,33475
API,2021-05-24 00:00:00 +0000,last_received_ad_doc_email,44130
API,2021-05-24 00:00:00 +0000,last_received_business_doc_email,17210
API,2021-05-24 00:00:00 +0000,presentation_engagement_bucket,1000595
API,2021-05-24 00:00:00 +0000,email_engagement_bucket,3099753
API,2021-05-24 00:00:00 +0000,push_engagement_bucket,2243302
API,2021-05-24 00:00:00 +0000,samsung_preinstall,4
API,2021-05-24 00:00:00 +0000,last_received_upload_photo_email,31
API,2021-05-23 00:00:00 +0000,locale,367740
API,2021-05-23 00:00:00 +0000,journey,142199
API,2021-05-23 00:00:00 +0000,cohort,16278596
API,2021-05-23 00:00:00 +0000,experience,17166842
API,2021-05-23 00:00:00 +0000,Email confirmed,1422734
API,2021-05-23 00:00:00 +0000,upsell_click_no,387783
API,2021-05-23 00:00:00 +0000,last_received_generic_email,70408
API,2021-05-23 00:00:00 +0000,recent_design,368984
API,2021-05-23 00:00:00 +0000,signup_referrer,52732
API,2021-05-23 00:00:00 +0000,last_received_email_social_triggers,93637
API,2021-05-23 00:00:00 +0000,current_subscriptions,103772
API,2021-05-23 00:00:00 +0000,displayName,14740
API,2021-05-23 00:00:00 +0000,last_received_ad_doc_email,32687
API,2021-05-23 00:00:00 +0000,last_received_business_doc_email,14455
API,2021-05-23 00:00:00 +0000,presentation_engagement_bucket,340258
API,2021-05-23 00:00:00 +0000,last_received_upload_photo_email,42
API,2021-05-23 00:00:00 +0000,samsung_preinstall,3
API,2021-05-22 00:00:00 +0000,cohort,16495165
API,2021-05-22 00:00:00 +0000,experience,17389305
API,2021-05-22 00:00:00 +0000,Email confirmed,1421011
API,2021-05-22 00:00:00 +0000,current_subscriptions,105354
API,2021-05-22 00:00:00 +0000,journey,142692
API,2021-05-22 00:00:00 +0000,locale,366209
API,2021-05-22 00:00:00 +0000,last_received_generic_email,72709
API,2021-05-22 00:00:00 +0000,signup_referrer,52467
API,2021-05-22 00:00:00 +0000,upsell_click_no,376215
API,2021-05-22 00:00:00 +0000,recent_design,361224
API,2021-05-22 00:00:00 +0000,displayName,14498
API,2021-05-22 00:00:00 +0000,last_received_ad_doc_email,34704
API,2021-05-22 00:00:00 +0000,last_received_email_social_triggers,103282
API,2021-05-22 00:00:00 +0000,last_received_business_doc_email,15022
API,2021-05-22 00:00:00 +0000,presentation_engagement_bucket,360247
API,2021-05-22 00:00:00 +0000,last_received_upload_photo_email,25
API,2021-05-22 00:00:00 +0000,samsung_preinstall,3
API,2021-05-21 00:00:00 +0000,cohort,28304695
API,2021-05-21 00:00:00 +0000,experience,29801784
API,2021-05-21 00:00:00 +0000,Email confirmed,2017666
API,2021-05-21 00:00:00 +0000,locale,477384
API,2021-05-21 00:00:00 +0000,signup_referrer,85826
